,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,昇仙峡,19,19201,河川・峡谷,甲府市高成町,-1,,,,,,,,,,,
1,金櫻神社,19,19201,‐,甲府市御岳町2347,2,,,,,,,,,,,
2,山梨県立愛宕山こどもの国,19,19201,‐,甲府市愛宕町358-1,4,,,,,,,,,,,
3,山梨県立美術館,19,19201,‐,甲府市貢川1-4-27,2,,,,,,,,,,,
4,山梨県立文学館,19,19201,‐,甲府市貢川1-5-35,2,,,,,,,,,,,
5,武田神社,19,19201,‐,甲府市古府中町2611,2,,,,,,,,,,,
6,甲府市遊亀公園付属動物園,19,19201,‐,甲府市太田町10-1,2,,,,,,,,,,,
7,山梨県立科学館,19,19201,‐,甲府市愛宕町358-1,2,,,,,,,,,,,
8,（財）山梨県地場産業振興センター（かいてらす）,19,19201,‐,甲府市東光寺3-13-25,5,,,,,,,,,,,
9,小瀬スポーツ公園,19,19201,‐,甲府市小瀬町840,4,,,,,,,,,,,
10,柳町大神宮節分祭,19,19201,‐,甲府市中央4-5-29,1,,,,,,,,,,,
11,武田２４将騎馬行列,19,19201,‐,甲府市,1,,,,,,,,,,,
12,正の木祭り,19,19201,‐,甲府市太田町10-2,1,,,,,,,,,,,
13,甲府大好きまつり,19,19201,‐,甲府市,1,,,,,,,,,,,
14,山梨県立考古博物館,19,19201,‐,甲府市下曽根町923,2,,,,,,,,,,,
15,甲府市右左口の里,19,19201,‐,甲府市中畑町1132,4,,,,,,,,,,,
16,甲府市上九の湯ふれあいセンター,19,19201,‐,甲府市古関町1174,3,,,,,,,,,,,
17,上九ふれあい農産物直売所,19,19201,‐,甲府市古関1154-1,5,,,,,,,,,,,
18,甲府市農林業まつり,19,19201,‐,甲府市,1,,,,,,,,,,,
19,山梨県富士山科学研究所,19,19202,‐,富士吉田市上吉田字剣丸尾5597-1,2,,,,,,,,,,,
20,富士吉田市歴史民俗博物館,19,19202,‐,富士吉田市上吉田2288-1,2,,,,,,,,,,,
21,富士山レーダードーム館,19,19202,‐,富士吉田市新屋1936-1,2,,,,,,,,,,,
22,富士山アリーナ,19,19202,‐,富士吉田市新屋1936,4,,,,,,,,,,,
23,道の駅富士吉田,19,19202,‐,富士吉田市新屋1936-6,6,,,,,,,,,,,
24,吉田の火祭り・すすき祭り,19,19202,‐,富士吉田市上吉田5558,1,,,,,,,,,,,
25,火祭りロードレース,19,19202,‐,富士吉田市上吉田5000,1,,,,,,,,,,,
26,心静かに紅葉を観る会,19,19202,‐,富士吉田市上吉田2288-1,1,,,,,,,,,,,
27,リフレふじよしだ春祭り,19,19202,‐,富士吉田市新屋1936-6,1,,,,,,,,,,,
28,農業まつり＆リフレふじよしだ秋祭り,19,19202,‐,富士吉田市新屋1936,1,,,,,,,,,,,
29,山梨県立リニア見学センター,19,19204,‐,都留市小形山2381,2,,,,,,,,,,,
30,ミュージアム都留,19,19204,‐,都留市上谷1-5-1,2,,,,,,,,,,,
31,西東京ゴルフ倶楽部,19,19204,‐,都留市十日市場字日向山2108,4,,,,,,,,,,,
32,和みの里　芭蕉月待ちの湯,19,19204,‐,都留市戸沢1126,3,,,,,,,,,,,
33,八朔祭り・大名行列,19,19204,‐,都留市,1,,,,,,,,,,,
34,西沢渓谷,19,19205,河川・峡谷,山梨市三富川浦,1,,,,,,,,,,,
35,JAフルーツ山梨フルーツ直売所,19,19205,‐,山梨市北239,5,,,,,,,,,,,
36,うまいもの市（フルーツ公園）,19,19205,‐,山梨市江曽原1488,1,,,,,,,,,,,
37,花かげの湯,19,19205,‐,山梨市牧丘町窪平453-1,3,,,,,,,,,,,
38,フルーツセンター足湯,19,19205,‐,山梨市江曽原1411,3,,,,,,,,,,,
39,みとみ笛吹の湯,19,19205,‐,山梨市三富下釜口447,3,,,,,,,,,,,
40,鼓川温泉,19,19205,‐,山梨市牧丘町牧平262,3,,,,,,,,,,,
41,道の駅「花かげの郷まきおか」,19,19205,‐,山梨市牧丘町室伏2120,6,,,,,,,,,,,
42,道の駅みとみ,19,19205,‐,山梨市三富川浦1822-1,6,,,,,,,,,,,
43,万葉のうたまつりとホタル観賞会,19,19205,‐,山梨市万力1828,1,,,,,,,,,,,
44,根津記念館,19,19205,‐,山梨市正徳寺296,2,,,,,,,,,,,
45,猿橋,19,19206,‐,大月市猿橋町猿橋,2,,,,,,,,,,,
46,花咲カントリー倶楽部,19,19206,‐,大月市大月町花咲1872-1,4,,,,,,,,,,,
47,笹一酒造（株）酒遊館,19,19206,‐,大月市笹子町吉久保26,5,,,,,,,,,,,
48,かがり火市民祭り,19,19206,‐,大月市御太刀,1,,,,,,,,,,,
49,峡北漁業協同組合（釜無・塩川）,19,19207,‐,韮崎市円野町下円井36-2,4,,,,,,,,,,,
50,ゆ～ぷるにらさき,19,19207,‐,韮崎市中田町中条1800-1,3,,,,,,,,,,,
51,武田の里にらさき・ふるさとまつり,19,19207,‐,韮崎市（駅前中央通り・本町通り）,1,,,,,,,,,,,
52,新府桃の花見会,19,19207,‐,韮崎市中田町中條3513,1,,,,,,,,,,,
53,夏の武田の里まつり「武田陣没将士供養会・花火大会」,19,19207,‐,韮崎市（釜無川河川公園）,1,,,,,,,,,,,
54,武田乃郷　白山温泉,19,19207,‐,韮崎市神山町鍋山1785-3,3,,,,,,,,,,,
55,白峰三山,19,19208,山岳,南アルプス市,-1,,,,,,,,,,,
56,仙丈ヶ岳,19,19208,山岳,南アルプス市芦安芦倉,-1,,,,,,,,,,,
57,後楽園スポーツクラブ（さくらの里）,19,19208,‐,南アルプス市鏡中条3782,3,,,,,,,,,,,
58,天恵泉白根桃源天笑閣,19,19208,‐,南アルプス市駒場147-18,3,,,,,,,,,,,
59,湧暇李の里 樹園,19,19208,‐,南アルプス市野牛島2722,3,,,,,,,,,,,
60,まちの駅くしがた,19,19208,‐,南アルプス市小笠原1284-4,6,,,,,,,,,,,
61,総合交流ﾀｰﾐﾅﾙ「ハッピーパーク」,19,19208,‐,南アルプス市徳永410,5,,,,,,,,,,,
62,南アルプス桃源郷マラソン,19,19208,‐,南アルプス市桃園1600（櫛形総合公園陸上競技場）,1,,,,,,,,,,,
63,南アルプス山麓サマーフェスティバル,19,19208,‐,南アルプス市桃園1600（櫛形総合公園）,1,,,,,,,,,,,
64,若草瓦会館,19,19208,‐,南アルプス市加賀美2605-5,2,,,,,,,,,,,
65,やまなみの湯,19,19208,‐,南アルプス市西南湖1299-1,3,,,,,,,,,,,
66,十日市,19,19208,‐,南アルプス市十日市場,1,,,,,,,,,,,
67,甲斐駒ヶ岳,19,19209,山岳,北杜市,-1,,,,,,,,,,,
68,八ヶ岳,19,19209,山岳,北杜市,-1,,,,,,,,,,,
69,清春白樺美術館,19,19209,‐,北杜市長坂町中丸2072,2,,,,,,,,,,,
70,ポール・ラッシュ記念センター,19,19209,‐,北杜市高根町清里3545,2,,,,,,,,,,,
71,ポール・ラッシュ祭～八ヶ岳カンティフェア～,19,19209,‐,北杜市高根町清里3545（清泉寮前牧草地）,1,,,,,,,,,,,
72,平山郁夫シルクロード美術館,19,19209,‐,北杜市長坂町小荒間2000-6,2,,,,,,,,,,,
73,山梨県立八ヶ岳自然ふれあいセンター,19,19209,‐,北杜市高根町清里3545,2,,,,,,,,,,,
74,シミック八ヶ岳薬用植物園,19,19209,‐,北杜市小淵沢町上笹尾3332-3,2,,,,,,,,,,,
75,北杜市オオムラサキセンター,19,19209,‐,北杜市長坂町富岡2812,2,,,,,,,,,,,
76,山梨県立まきば公園,19,19209,‐,北杜市大泉町西井出8240-1,4,,,,,,,,,,,
77,清里丘の公園清里ゴルフコース,19,19209,‐,北杜市高根町清里3545-5,4,,,,,,,,,,,
78,サンメドウズ清里スキー場／ハイランドパーク,19,19209,‐,北杜市大泉町西井出8240-1,4,,,,,,,,,,,
79,長坂総合スポーツ公園,19,19209,‐,北杜市長坂町大八田6811-187,4,,,,,,,,,,,
80,山梨県立八ヶ岳スケートセンター,19,19209,‐,北杜市小淵沢町上の原3989-1,4,,,,,,,,,,,
81,フィオーレ小淵沢,19,19209,‐,北杜市小淵沢町1270,4,,,,,,,,,,,
82,泉温泉健康センター,19,19209,‐,北杜市大泉町谷戸1880,3,,,,,,,,,,,
83,たかねの湯,19,19209,‐,北杜市高根町箕輪新町95,3,,,,,,,,,,,
84,スパティオ小淵沢延命の湯,19,19209,‐,北杜市小淵沢町2968-1,3,,,,,,,,,,,
85,清里丘の公園アクアリゾート清里,19,19209,‐,北杜市高根町清里3545-5,3,,,,,,,,,,,
86,そば処三分一　農産加工直売所,19,19209,‐,北杜市長坂町小荒間292-1,5,,,,,,,,,,,
87,道の駅こぶちさわ,19,19209,‐,北杜市小淵沢町2968-1,6,,,,,,,,,,,
88,甲斐源氏祭り,19,19209,‐,北杜市須玉町521-17,1,,,,,,,,,,,
89,清里フィールドバレエ,19,19209,‐,北杜市高根町清里3545,1,,,,,,,,,,,
90,八ケ岳ホースショウｉｎこぶちさわ,19,19209,‐,北杜市小淵沢町10060-3,1,,,,,,,,,,,
91,須玉町体験農園施設　大正館,19,19209,‐,北杜市須玉町下津金2961-3,6,,,,,,,,,,,
92,みずがき山自然公園,19,19209,‐,北杜市須玉町小尾8862-1,4,,,,,,,,,,,
93,増富の湯,19,19209,‐,北杜市須玉町比志6438,3,,,,,,,,,,,
94,みずがき湖ビジターセンター,19,19209,‐,北杜市須玉町比志3730-3,2,,,,,,,,,,,
95,おいしい学校,19,19209,‐,北杜市須玉町下津金3058,5,,,,,,,,,,,
96,おいしい市場,19,19209,‐,北杜市須玉町若神子2323,5,,,,,,,,,,,
97,實相寺（神代桜）,19,19209,‐,北杜市武川町山高2763,2,,,,,,,,,,,
98,サントリー白州蒸溜所,19,19209,‐,北杜市白州町鳥原2913-1,2,,,,,,,,,,,
99,白州・尾白の森名水公園べるが,19,19209,‐,北杜市白州町白須8056,4,,,,,,,,,,,
100,むかわの湯,19,19209,‐,北杜市武川町牧原1322,3,,,,,,,,,,,
101,白州福祉会館（フォッサ・マグナの湯）,19,19209,‐,北杜市白州町大武川344-19,3,,,,,,,,,,,
102,白州・尾白の森名水公園　尾白の湯,19,19209,‐,北杜市白州町白須8807-1,3,,,,,,,,,,,
103,道の駅はくしゅう,19,19209,‐,北杜市白州町白須1308,6,,,,,,,,,,,
104,北杜市甲斐駒の里　名水まつり,19,19209,‐,北杜市白州町白須7458-2,1,,,,,,,,,,,
105,北杜ふるさと祭り,19,19209,‐,北杜市高根町村山東割98,1,,,,,,,,,,,
106,レイクウッドゴルフクラブサンパーク明野コース,19,19209,‐,北杜市明野町小笠原字大内窪3394-1,4,,,,,,,,,,,
107,山梨県立フラワーセンター（ハイジの村）,19,19209,‐,北杜市明野町浅尾2471,4,,,,,,,,,,,
108,明野サンフラワーフェス,19,19209,‐,北杜市明野町（太陽館周辺）,1,,,,,,,,,,,
109,浅尾ダイコン祭り,19,19209,‐,北杜市明野町浅尾5259-950(明野温泉太陽館）,1,,,,,,,,,,,
110,大武川河川公園（フレンドパークむかわ）,19,19209,‐,北杜市武川町柳沢3506-1,4,,,,,,,,,,,
111,武川町農産物直売センター,19,19209,‐,北杜市武川町牧原682,5,,,,,,,,,,,
112,金田一春彦記念図書館,19,19209,‐,北杜市大泉町谷戸3000,2,,,,,,,,,,,
113,道の駅南きよさと,19,19209,‐,北杜市高根町長澤760,6,,,,,,,,,,,
114,甲斐市わくわくフェスタ,19,19210,‐,甲斐市,1,,,,,,,,,,,
115,甲府盆地の桃畑,19,19211,郷土景観,笛吹市,-1,,,,,,,,,,,
116,山梨県立博物館,19,19211,‐,笛吹市御坂町成田1501-1,2,,,,,,,,,,,
117,釈迦堂遺跡博物館,19,19211,‐,笛吹市一宮町千米寺764,2,,,,,,,,,,,
118,浅間神社,19,19211,‐,笛吹市一宮町一ノ宮1684,2,,,,,,,,,,,
119,山梨県森林公園　金川の森,19,19211,‐,笛吹市一宮町国分1162-1,4,,,,,,,,,,,
120,春日居福祉会館（山ゆりの湯）,19,19211,‐,笛吹市春日居町寺本142-1,3,,,,,,,,,,,
121,ももの里温泉,19,19211,‐,笛吹市一宮町金沢387-1,3,,,,,,,,,,,
122,みさかの湯,19,19211,‐,笛吹市御坂町成田2200,3,,,,,,,,,,,
123,なごみの湯,19,19211,‐,笛吹市石和町下平井578,3,,,,,,,,,,,
124,笛吹川石和鵜飼,19,19211,‐,笛吹市石和町市部777,1,,,,,,,,,,,
125,笛吹市桃の里マラソン大会,19,19211,‐,笛吹市一宮町,1,,,,,,,,,,,
126,笛吹市桃の花まつり,19,19211,‐,笛吹市内,1,,,,,,,,,,,
127,桃の花まつりかすがい会場,19,19211,‐,笛吹市春日居町鎮目1323,1,,,,,,,,,,,
128,笛吹市夏祭り,19,19211,‐,笛吹市石和町市部777,1,,,,,,,,,,,
129,石和温泉夜桜祭り,19,19211,‐,笛吹市石和町市部,1,,,,,,,,,,,
130,川中島合戦戦国絵巻,19,19211,‐,笛吹市石和町市部777,1,,,,,,,,,,,
131,石和温泉花火大会,19,19211,‐,笛吹市石和町市部777,1,,,,,,,,,,,
132,芦川農産物直売所「おごっそう家」,19,19211,‐,笛吹市芦川町上芦川679-1,5,,,,,,,,,,,
133,農産物直売所八代グリーンファーム,19,19211,‐,笛吹市八代町南4632-1,5,,,,,,,,,,,
134,春日居農産物直売所,19,19211,‐,笛吹市春日居町桑戸817-1,5,,,,,,,,,,,
135,牛倉神社例大祭,19,19212,‐,上野原市上野原1602,1,,,,,,,,,,,
136,商工祭,19,19212,‐,上野原市上野原3832（市役所センタープラザ）,1,,,,,,,,,,,
137,ふるさと長寿館,19,19212,‐,上野原市棡原2374-1,6,,,,,,,,,,,
138,新湯治場秋山温泉,19,19212,‐,上野原市秋山2210,3,,,,,,,,,,,
139,甘草屋敷,19,19213,‐,甲州市塩山上於曽1651,2,,,,,,,,,,,
140,武田信玄宝物館,19,19213,‐,甲州市塩山小屋敷2280,2,,,,,,,,,,,
141,慈雲寺,19,19213,‐,甲州市塩山中萩原352,2,,,,,,,,,,,
142,山梨県高設養液いちご生産組合,19,19213,‐,甲州市塩山藤木1702,2,,,,,,,,,,,
143,塩山フルーツ村（さくらんぼ）,19,19213,‐,甲州市塩山牛奥4124,2,,,,,,,,,,,
144,松里果樹園,19,19213,‐,甲州市塩山藤木1702,2,,,,,,,,,,,
145,塩山カントリー倶楽部,19,19213,‐,甲州市塩山中萩原3683-1,4,,,,,,,,,,,
146,大菩薩の湯,19,19213,‐,甲州市塩山上小田原730-1,3,,,,,,,,,,,
147,信玄館,19,19213,‐,甲州市塩山小屋敷2311-1,5,,,,,,,,,,,
148,勝沼ぶどうの丘,19,19213,‐,甲州市勝沼町菱山5093,5,,,,,,,,,,,
149,シャトー・メルシャン,19,19213,‐,甲州市勝沼町下岩崎1425-1,2,,,,,,,,,,,
150,天空の湯,19,19213,‐,甲州市勝沼町菱山5093,3,,,,,,,,,,,
151,やまと天目山温泉,19,19213,‐,甲州市大和町木賊517,3,,,,,,,,,,,
152,道の駅甲斐大和,19,19213,‐,甲州市大和町初鹿野2248,6,,,,,,,,,,,
153,ふるさと武田勝頼公祭り,19,19213,‐,甲州市大和町初鹿野1643,1,,,,,,,,,,,
154,勝沼ぶどうまつり,19,19213,‐,甲州市,1,,,,,,,,,,,
155,湯殿館,19,19214,‐,中央市若宮33-1,3,,,,,,,,,,,
156,四季新鮮収穫広場　た・から,19,19214,‐,中央市臼井阿原102-1,5,,,,,,,,,,,
157,中央市れんげまつり,19,19214,‐,中央市乙黒1-1（ふるさとふれあい公園）,1,,,,,,,,,,,
158,シルクふれんどりぃ,19,19214,‐,中央市大鳥居1619-1,3,,,,,,,,,,,
159,道の駅とよとみ,19,19214,‐,中央市浅利1010-1,6,,,,,,,,,,,
160,中央市与一公まつり,19,19214,‐,中央市大鳥居3866（豊富農村広場）,1,,,,,,,,,,,
161,スイートコーン収穫祭（道の駅とよとみ）,19,19214,‐,中央市浅利1010-1,1,,,,,,,,,,,
162,六郷の里「つむぎの湯」,19,19346,‐,市川三郷町鴨狩津向640,3,,,,,,,,,,,
163,みはらしの丘　みたまの湯,19,19346,‐,市川三郷町大塚2608,3,,,,,,,,,,,
164,神明の花火大会,19,19346,‐,市川三郷町高田笛吹川河畔,1,,,,,,,,,,,
165,南アルプス早川山菜祭り,19,19364,‐,早川町保(町民スポーツ広場),1,,,,,,,,,,,
166,久遠寺,19,19365,神社・寺院・教会,身延町身延3567,-1,,,,,,,,,,,
167,甲斐黄金村・湯之奥金山博物館,19,19365,‐,身延町上之平1787,2,,,,,,,,,,,
168,（財）山梨県富士川地域地場産業振興センター,19,19365,‐,身延町下山1578,5,,,,,,,,,,,
169,富士川カントリークラブ,19,19365,‐,身延町西嶋3525,4,,,,,,,,,,,
170,門野の湯,19,19365,‐,身延町門野1122,3,,,,,,,,,,,
171,下部温泉会館,19,19365,‐,身延町下部1130-1,3,,,,,,,,,,,
172,道の駅　しもべ（下部農村文化公園）,19,19365,‐,身延町古関4321,6,,,,,,,,,,,
173,みのぶ　ゆばの里,19,19365,‐,身延町相又425-1,5,,,,,,,,,,,
174,身延山御会式万燈行列,19,19365,‐,身延町身延（総門～久遠寺境内）,1,,,,,,,,,,,
175,身延山観桜会,19,19365,‐,身延町身延（久遠寺境内）,1,,,,,,,,,,,
176,わんぱく祭り,19,19365,‐,身延町下山1578,1,,,,,,,,,,,
177,しもべおんせんまつり,19,19365,‐,身延町（下部温泉郷内）,1,,,,,,,,,,,
178,富士五湖,19,19365,19425,19430,湖沼,身延町　および　山中湖村　および　富士河口湖町,-1,,,,,,,,,
179,なんぶの湯,19,19366,‐,南部町内船8106-1,3,,,,,,,,,,,
180,道の駅「とみざわ」,19,19366,‐,南部町福士28507-1,6,,,,,,,,,,,
181,南部の火祭り,19,19366,‐,南部町南部橋上下流,1,,,,,,,,,,,
182,たけのこまつり,19,19366,‐,南部町南部町福士28505-2,1,,,,,,,,,,,
183,櫛形山,19,19368,‐,富士川町,1,,,,,,,,,,,
184,森の教室（県森林総合研究所）,19,19368,‐,富士川町最勝寺2290-1,2,,,,,,,,,,,
185,あおやぎ活性館,19,19368,‐,富士川町青柳町222-1,5,,,,,,,,,,,
186,甲州富士川まつり（旧：甲州増穂まつり）,19,19368,‐,富士川町小林（利根川公園）,1,,,,,,,,,,,
187,ふじかわ夏まつりＲ５２,19,19368,‐,富士川町青柳地内,1,,,,,,,,,,,
188,つくたべかん,19,19368,‐,富士川町十谷2294-7,4,,,,,,,,,,,
189,かじかの湯,19,19368,‐,富士川町鳥屋137-1,3,,,,,,,,,,,
190,交流センター「塩の華」,19,19368,‐,富士川町鰍沢4852-1,5,,,,,,,,,,,
191,富士川町大法師さくら祭り,19,19368,‐,富士川町鰍沢（大法師公園）,1,,,,,,,,,,,
192,ふるさとふれあい祭り,19,19384,‐,昭和町押越1500-1,1,,,,,,,,,,,
193,水源の森,19,19422,‐,道志村5821-2,4,,,,,,,,,,,
194,道志の湯,19,19422,‐,道志村7501,3,,,,,,,,,,,
195,道の駅どうし,19,19422,‐,道志村9745,6,,,,,,,,,,,
196,道志渓谷山菜祭り,19,19422,‐,道志村9745（道の駅どうし）,1,,,,,,,,,,,
197,道志渓谷渓流祭り,19,19422,‐,道志村9745（道の駅どうし）,1,,,,,,,,,,,
198,道志渓谷もろこし祭り,19,19422,‐,道志村9745（道の駅どうし）,1,,,,,,,,,,,
199,三つ峠グリーンセンター,19,19423,‐,西桂町下暮地1900,3,,,,,,,,,,,
200,山梨県立富士湧水の里水族館,19,19424,‐,忍野村忍草3098-1,2,,,,,,,,,,,
201,忍野八海祭り,19,19424,‐,忍野村,1,,,,,,,,,,,
202,山中明神安産祭り,19,19425,‐,山中湖村山中地区,1,,,,,,,,,,,
203,スポニチ山中湖ロードレース,19,19425,‐,山中湖村山中341-40,1,,,,,,,,,,,
204,山中湖アートイルミネーション「ＦＡＮＴＡＳＥＵＭ」,19,19425,‐,山中湖村山中1650,1,,,,,,,,,,,
205,山中湖「夕焼けの渚・紅葉祭り」,19,19425,‐,山中湖村平野506,1,,,,,,,,,,,
206,富士山,19,19429,山岳,鳴沢村,-1,,,,,,,,,,,
207,鳴沢ゴルフ倶楽部,19,19429,‐,鳴沢村5224,4,,,,,,,,,,,
208,ふじてんリゾート,19,19429,‐,鳴沢村字富士山8545-1,4,,,,,,,,,,,
209,フォレストアドベンチャー・フジ,19,19429,‐,鳴沢村字富士山8545-1,4,,,,,,,,,,,
210,青木ヶ原の樹海,19,19430,植物,富士河口湖町精進,-1,,,,,,,,,,,
211,天上山公園カチカチ山ロープウェイ,19,19430,‐,富士河口湖町浅川1163-1,1,,,,,,,,,,,
212,河口湖ミューズ館,19,19430,‐,富士河口湖町小立923,2,,,,,,,,,,,
213,河口湖美術館,19,19430,‐,富士河口湖町河口3170,2,,,,,,,,,,,
214,大石紬伝統工芸館,19,19430,‐,富士河口湖町大石1438-1,2,,,,,,,,,,,
215,カントリーレイクシステムズ,19,19430,‐,富士河口湖町大石2954-1,4,,,,,,,,,,,
216,河口湖クラフトパーク,19,19430,‐,富士河口湖町河口3118,4,,,,,,,,,,,
217,河口湖フィールドセンター（クラフト体験）,19,19430,‐,富士河口湖町船津6603,4,,,,,,,,,,,
218,河口湖　宝石の森,19,19430,‐,富士河口湖町船津1996,5,,,,,,,,,,,
219,道の駅かつやま,19,19430,‐,富士河口湖町勝山3754,6,,,,,,,,,,,
220,甲斐のかつやまやぶさめ祭り,19,19430,‐,富士河口湖町勝山3951,1,,,,,,,,,,,
221,富士山・河口湖山開き花火大会,19,19430,‐,富士河口湖町,1,,,,,,,,,,,
222,河口湖富士桜ミツバツツジ祭り,19,19430,‐,富士河口湖町船津創造の森,1,,,,,,,,,,,
223,富士河口湖温泉郷冬花火・湖上の舞,19,19430,‐,富士河口湖町船津,1,,,,,,,,,,,
224,西湖・河口湖氷まつり,19,19430,‐,富士河口湖町西湖2068,1,,,,,,,,,,,
225,富士山の日,19,19430,‐,富士河口湖町,1,,,,,,,,,,,
226,河口湖湖上祭,19,19430,‐,富士河口湖町,1,,,,,,,,,,,
227,富士山マラソン,19,19430,‐,富士河口湖町,1,,,,,,,,,,,
228,富士クラシック,19,19430,‐,富士河口湖町富士ケ嶺2-2,4,,,,,,,,,,,
229,西湖いやしの里根場,19,19430,‐,富士河口湖町西湖根場2710,4,,,,,,,,,,,
230,河口湖漁業協同組合,19,19430,‐,富士河口湖町河口2985,1,,,,,,,,,,,
231,小菅の湯,19,19442,‐,小菅村3445,3,,,,,,,,,,,
232,多摩源流まつり,19,19442,‐,小菅村4299,1,,,,,,,,,,,
233,丹波山村営つり場,19,19443,‐,丹波山村1255,4,,,,,,,,,,,
234,丹波山温泉のめこい湯,19,19443,‐,丹波山村778-2,3,,,,,,,,,,,
235,道の駅たばやま,19,19443,‐,丹波山村2901,6,,,,,,,,,,,
236,日吉大社,25,25201,神社・寺院・教会,大津市坂本5-1-1,2,,,,,,,,,,,
237,延暦寺,25,25201,神社・寺院・教会,大津市坂本本町,-1,,,,,,,,,,,
238,園城寺,25,25201,神社・寺院・教会,大津市園城寺町,-1,,,,,,,,,,,
239,比良八講,25,25201,‐,大津市北比良982-42,2,,,,,,,,,,,
240,比良ゴルフ倶楽部,25,25201,‐,大津市小野1611,4,,,,,,,,,,,
241,比良げんき村,25,25201,‐,大津市北小松1769-3,4,,,,,,,,,,,
242,近江舞子いちご園,25,25201,‐,大津市南小松1279-1,4,,,,,,,,,,,
243,比良とぴあ,25,25201,‐,大津市北比良1039-2,3,,,,,,,,,,,
244,ビューロッジ琵琶,25,25201,‐,大津市今堅田3-24-7,6,,,,,,,,,,,
245,川息障　明王院,25,25201,‐,大津市川坊村町155,2,,,,,,,,,,,
246,居初氏庭園,25,25201,‐,大津市本堅田2-12-5,2,,,,,,,,,,,
247,「道の駅」びわ湖大橋米プラザ,25,25201,‐,大津市今堅田3-1-1,5,,,,,,,,,,,
248,１００円商店街（堅田）,25,25201,‐,大津市堅田商店街,5,,,,,,,,,,,
249,琵琶湖グランドホテル,25,25201,‐,大津市雄琴6-5-1,3,,,,,,,,,,,
250,京近江,25,25201,‐,大津市雄琴6-5-1,3,,,,,,,,,,,
251,びわこ花街道,25,25201,‐,大津市雄琴1-1-3,3,,,,,,,,,,,
252,湯元舘,25,25201,‐,大津市苗鹿2-30-7,3,,,,,,,,,,,
253,湯の宿　木もれび,25,25201,‐,大津市苗鹿2-30-1,3,,,,,,,,,,,
254,あがりゃんせ,25,25201,‐,大津市苗鹿3-9-5,3,,,,,,,,,,,
255,坂本ケーブル,25,25201,‐,大津市坂本本町4244,6,,,,,,,,,,,
256,奥比叡ドライブウェイ,25,25201,‐,大津市坂本本町,6,,,,,,,,,,,
257,琵琶湖ホテル,25,25201,‐,大津市浜町2-40,6,,,,,,,,,,,
258,円満院門跡,25,25201,‐,大津市園城寺町33,2,,,,,,,,,,,
259,大津市歴史博物館,25,25201,‐,大津市御陵町2-2,2,,,,,,,,,,,
260,近江神宮勧学館,25,25201,‐,大津市神宮町1-1,2,,,,,,,,,,,
261,長等創作展示館／三橋節子美術館,25,25201,‐,大津市小関町1-1,2,,,,,,,,,,,
262,大津市伝統芸能会館,25,25201,‐,大津市園城寺町246-24,2,,,,,,,,,,,
263,まちなか交流館「ゆうゆうかん」,25,25201,‐,大津市長等2-9-1（菱屋町商店街内）,6,,,,,,,,,,,
264,琵琶湖汽船（株）大津港,25,25201,‐,大津市浜大津5-1-1,6,,,,,,,,,,,
265,湖の駅,25,25201,‐,大津市浜町2-1（浜大津アーカス2階）,5,,,,,,,,,,,
266,なぎさ公園おまつり広場,25,25201,‐,大津市島の関　および　中央,4,,,,,,,,,,,
267,柳が崎湖畔公園有料庭園,25,25201,‐,大津市柳が崎5-35,1,,,,,,,,,,,
268,びわ湖大津館,25,25201,‐,大津市柳が崎5-35,6,,,,,,,,,,,
269,大津市科学館,25,25201,‐,大津市本丸町6-50（生涯学習センター内）,2,,,,,,,,,,,
270,膳所焼美術館,25,25201,‐,大津市中庄1-22-28,2,,,,,,,,,,,
271,なぎさ公園打出の森,25,25201,‐,大津市打出浜,1,,,,,,,,,,,
272,なぎさ公園なぎさのプロムナード,25,25201,‐,大津市におの浜,1,,,,,,,,,,,
273,なぎさ公園市民プラザ,25,25201,‐,大津市由美浜,1,,,,,,,,,,,
274,なぎさ公園サンシャインビーチ,25,25201,‐,大津市由美浜,1,,,,,,,,,,,
275,なぎさ公園膳所晴嵐の道,25,25201,‐,大津市本丸町　および　中庄1　および　御殿浜　および　晴嵐1,1,,,,,,,,,,,
276,石山寺牛玉さん,25,25201,‐,大津市石山寺1-1-1,1,,,,,,,,,,,
277,リバーヒル大石,25,25201,‐,大津市大石淀3-16-18,4,,,,,,,,,,,
278,水のめぐみ館アクア琵琶,25,25201,‐,大津市黒津4-2-2,6,,,,,,,,,,,
279,田上市民運動広場（田上教育キャンプ場）,25,25201,‐,大津市枝4,4,,,,,,,,,,,
280,チャレンジ比良登山大会,25,25201,‐,大津市御陵町3-1,1,,,,,,,,,,,
281,桐生若人の広場,25,25201,‐,大津市上田上桐生町,1,,,,,,,,,,,
282,東横イン京都琵琶湖大津,25,25201,‐,大津市長等2-1-28,6,,,,,,,,,,,
283,スーパーホテル　大津駅前,25,25201,‐,大津市京町3-2-7,6,,,,,,,,,,,
284,琵琶湖汽船（烏丸半島港）,25,25201,‐,大津市浜大津5-1-1,1,,,,,,,,,,,
285,琵琶湖,25,25201,25202,25203,25204,25205,25206,25207,25210,25212,25213,25214,湖沼,大津市　および　彦根市　および　長浜市　および　近江八幡市　および　草津市　および　守山市　および　野洲市　および　高島市　および　東近江市　および　米原市,-1,
