,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
11606,阿賀の山菜祭り,15,15385,‐,阿賀町,1,,,,,,,,,,,
11607,秋の魚まつり,15,15385,‐,阿賀町,1,,,,,,,,,,,
11608,小木の城跡,15,15405,‐,出雲崎町大字相田,2,,,,,,,,,,,
11609,天領の里（時代館）,15,15405,‐,出雲崎町大字尼瀬,6,,,,,,,,,,,
11610,天領の里（レストラン）,15,15405,‐,出雲崎町大字尼瀬6-57,6,,,,,,,,,,,
11611,天領の里（物産館）,15,15405,‐,出雲崎町大字尼瀬6-57,6,,,,,,,,,,,
11612,良寛記念館,15,15405,‐,出雲崎町大字米田,2,,,,,,,,,,,
11613,良寛堂,15,15405,‐,出雲崎町大字石井町,2,,,,,,,,,,,
11614,芭蕉園,15,15405,‐,出雲崎町大字住吉町,2,,,,,,,,,,,
11615,赤坂山公園,15,15405,‐,出雲崎町大字乙茂,4,,,,,,,,,,,
11616,井鼻海水浴場,15,15405,‐,出雲崎町大字井鼻,4,,,,,,,,,,,
11617,出雲崎ゴルフ場,15,15405,‐,出雲崎町大字乙茂,4,,,,,,,,,,,
11618,出雲崎海遊広場,15,15405,‐,出雲崎町大字羽黒町,4,,,,,,,,,,,
11619,出雲崎大祭,15,15405,‐,出雲崎町大字石井町,1,,,,,,,,,,,
11620,天領の里春まつり,15,15405,‐,出雲崎町大字尼瀬,1,,,,,,,,,,,
11621,出雲崎観光大使就任一周年記念式典,15,15405,‐,出雲崎町大字尼瀬,1,,,,,,,,,,,
11622,出雲崎マリンビューウエディング,15,15405,‐,出雲崎町大字尼瀬,1,,,,,,,,,,,
11623,汐風ドリー夢カーニバル,15,15405,‐,出雲崎町大字尼瀬,1,,,,,,,,,,,
11624,船まつり,15,15405,‐,出雲崎町大字尼瀬,1,,,,,,,,,,,
11625,大花火大会,15,15405,‐,出雲崎町大字尼瀬,1,,,,,,,,,,,
11626,出雲崎おけさ全国大会,15,15405,‐,出雲崎町大字尼瀬,1,,,,,,,,,,,
11627,きずな,15,15405,‐,出雲崎町大字尼瀬,1,,,,,,,,,,,
11628,良寛の古道,15,15405,‐,出雲崎町大字中山,4,,,,,,,,,,,
11629,良寛と夕日の丘公園,15,15405,‐,出雲崎町大字米田,1,,,,,,,,,,,
11630,石油記念公園,15,15405,‐,出雲崎町大字尼瀬,2,,,,,,,,,,,
11631,獄門跡,15,15405,‐,出雲崎町大字尼瀬,2,,,,,,,,,,,
11632,代官所跡,15,15405,‐,出雲崎町大字尼瀬,2,,,,,,,,,,,
11633,妻入りの街並,15,15405,‐,出雲崎町大字尼瀬,2,,,,,,,,,,,
11634,妻入り会館,15,15405,‐,出雲崎町大字尼瀬,2,,,,,,,,,,,
11635,谷川岳,15,15461,山岳,湯沢町,-1,,,,,,,,,,,
11636,苗場山頂周辺の湿原,15,15461,高原・湿原・原野,湯沢町,-1,,,,,,,,,,,
11637,越後湯沢温泉,15,15461,‐,湯沢町大字湯沢,3,,,,,,,,,,,
11638,駒子の湯,15,15461,‐,湯沢町大字湯沢148,3,,,,,,,,,,,
11639,山の湯,15,15461,‐,湯沢町大字湯沢930,3,,,,,,,,,,,
11640,コマクサの湯,15,15461,‐,湯沢町大字湯沢490,3,,,,,,,,,,,
11641,駅の中の温泉,15,15461,‐,湯沢町大字湯沢2427-3,3,,,,,,,,,,,
11642,街道の湯,15,15461,‐,湯沢町大字三俣1021,3,,,,,,,,,,,
11643,貝掛温泉,15,15461,‐,湯沢町大字三俣686,3,,,,,,,,,,,
11644,神立の湯,15,15461,‐,湯沢町大字神立3448-1,3,,,,,,,,,,,
11645,土樽地区温泉,15,15461,‐,湯沢町大字土樽,3,,,,,,,,,,,
11646,岩の湯,15,15461,‐,湯沢町大字土樽6191-87,3,,,,,,,,,,,
11647,ハーブの湯,15,15461,‐,湯沢町大字土樽743-4,3,,,,,,,,,,,
11648,宿場の湯,15,15461,‐,湯沢町大字三国537,3,,,,,,,,,,,
11649,赤湯温泉,15,15461,‐,湯沢町大字三国475,3,,,,,,,,,,,
11650,湯沢健康ランド,15,15461,‐,湯沢町大字湯沢1022-1,3,,,,,,,,,,,
11651,ＳＰＡガーラの湯,15,15461,‐,湯沢町大字湯沢1039-2,3,,,,,,,,,,,
11652,湯沢中里スパベルグ,15,15461,‐,湯沢町大字土樽5044-1,3,,,,,,,,,,,
11653,岩原リゾートセンター,15,15461,‐,湯沢町大字土樽6301-11,3,,,,,,,,,,,
11654,岩原のんのんの湯,15,15461,‐,湯沢町大字土樽238-5,3,,,,,,,,,,,
11655,神立クアハウス,15,15461,‐,湯沢町大字神立4121-1,3,,,,,,,,,,,
11656,苗場温泉,15,15461,‐,湯沢町三国355,3,,,,,,,,,,,
11657,三国峠,15,15461,‐,湯沢町大字三国,1,,,,,,,,,,,
11658,山鳥原公園,15,15461,‐,湯沢町大字三国,1,,,,,,,,,,,
11659,平標山,15,15461,‐,湯沢町大字土樽,1,,,,,,,,,,,
11660,蓬峠,15,15461,‐,湯沢町大字土樽,1,,,,,,,,,,,
11661,大源太山,15,15461,‐,湯沢町大字土樽,1,,,,,,,,,,,
11662,トレッキング湯沢,15,15461,‐,湯沢町大字湯沢,1,,,,,,,,,,,
11663,湯沢高原アルプの里,15,15461,‐,湯沢町大字湯沢490,1,,,,,,,,,,,
11664,ドラゴンドラ,15,15461,‐,湯沢町大字三国,1,,,,,,,,,,,
11665,体験工房「大源太」,15,15461,‐,湯沢町大字土樽6399-1,2,,,,,,,,,,,
11666,湯沢フィッシングパーク,15,15461,‐,湯沢町大字土樽6191-512,4,,,,,,,,,,,
11667,レジャープールオーロラ,15,15461,‐,湯沢町大字土樽151-1,4,,,,,,,,,,,
11668,湯沢温泉夏まつり,15,15461,‐,湯沢町大字湯沢,1,,,,,,,,,,,
11669,湯沢温泉雪まつり,15,15461,‐,湯沢町大字湯沢,1,,,,,,,,,,,
11670,フジロックフェスティバル,15,15461,‐,湯沢町大字三国,1,,,,,,,,,,,
11671,花まつり湯沢,15,15461,‐,湯沢町大字神立628-1,1,,,,,,,,,,,
11672,湯沢フィールド音楽祭,15,15461,‐,湯沢町大字土樽2550,1,,,,,,,,,,,
11673,秋桜ハーフマラソン,15,15461,‐,湯沢町,1,,,,,,,,,,,
11674,こらっしゃい湯沢収穫祭,15,15461,‐,湯沢町大字神立628-1,1,,,,,,,,,,,
11675,オッキー,15,15461,‐,湯沢町大字三国,2,,,,,,,,,,,
11676,歴史民俗資料館「雪国館」,15,15461,‐,湯沢町大字湯沢354-1,2,,,,,,,,,,,
11677,陶芸工房旭窯,15,15461,‐,湯沢町大字土樽6379,2,,,,,,,,,,,
11678,大源太キャニオンキャンプ場,15,15461,‐,湯沢町大字土樽3064-17,4,,,,,,,,,,,
11679,大源太湖,15,15461,‐,湯沢町大字土樽,1,,,,,,,,,,,
11680,ゴールド越後湯沢カントリークラブ,15,15461,‐,湯沢町大字土樽1613,4,,,,,,,,,,,
11681,学校グラウンド（夏期合宿）,15,15461,‐,湯沢町,4,,,,,,,,,,,
11682,湯沢中央公園,15,15461,‐,湯沢町大字神立,4,,,,,,,,,,,
11683,苗場スキー場,15,15461,‐,湯沢町大字三国202,4,,,,,,,,,,,
11684,かぐらスキー場,15,15461,‐,湯沢町大字三俣1066,4,,,,,,,,,,,
11685,かぐらスキー場（田代エリア）,15,15461,‐,湯沢町大字三俣742,4,,,,,,,,,,,
11686,神立高原スキー場,15,15461,‐,湯沢町大字神立4121-1,4,,,,,,,,,,,
11687,岩原スキー場,15,15461,‐,湯沢町大字土樽731-8,4,,,,,,,,,,,
11688,湯沢パークスキー場,15,15461,‐,湯沢町大字土樽1613,4,,,,,,,,,,,
11689,湯沢中里スキー場,15,15461,‐,湯沢町大字土樽5276,4,,,,,,,,,,,
11690,中里スノーウッドスキー場,15,15461,‐,湯沢町大字土樽4731-2,4,,,,,,,,,,,
11691,ルーデンス湯沢スキー場,15,15461,‐,湯沢町大字土樽3226,4,,,,,,,,,,,
11692,湯沢高原スキー場,15,15461,‐,湯沢町大字湯沢490,4,,,,,,,,,,,
11693,一本杉スキー場,15,15461,‐,湯沢町大字湯沢2511-1,4,,,,,,,,,,,
11694,ガーラ湯沢スキー場,15,15461,‐,湯沢町大字湯沢1039-2,4,,,,,,,,,,,
11695,ナスパスキーガーデン,15,15461,‐,湯沢町大字湯沢2117-9,4,,,,,,,,,,,
11696,ユニバーサルウォーク,15,15461,‐,湯沢町,1,,,,,,,,,,,
11697,アユ釣り大会,15,15461,‐,湯沢町大字神立,1,,,,,,,,,,,
11698,ハチロクゆかた祭り,15,15461,‐,湯沢町大字湯沢,1,,,,,,,,,,,
11699,苗場山,15,15461,‐,湯沢町大字三国,1,,,,,,,,,,,
11700,竜ケ窪温泉　竜神の館,15,15482,‐,津南町大字谷内7031,3,,,,,,,,,,,
11701,辰ノ口温泉,15,15482,‐,津南町辰ノ口,3,,,,,,,,,,,
11702,鹿渡温泉,15,15482,‐,津南町鹿渡,3,,,,,,,,,,,
11703,津南駅前温泉,15,15482,‐,津南町押付,3,,,,,,,,,,,
11704,田中温泉,15,15482,‐,津南町田中,3,,,,,,,,,,,
11705,秋山郷　逆巻温泉,15,15482,‐,津南町逆巻,3,,,,,,,,,,,
11706,秋山郷　結東温泉,15,15482,‐,津南町結東,3,,,,,,,,,,,
11707,クアハウス津南,15,15482,‐,津南町大字芦ケ崎乙203,3,,,,,,,,,,,
11708,なごみの湯,15,15482,‐,津南町大字芦ケ崎乙203,3,,,,,,,,,,,
11709,リバーサイド津南,15,15482,‐,津南町大字外丸丁1921-1,3,,,,,,,,,,,
11710,ひまわり広場,15,15482,‐,津南町沖ノ原,1,,,,,,,,,,,
11711,秋山郷,15,15482,‐,津南町穴藤～大赤沢,1,,,,,,,,,,,
11712,全国名水百選　竜ケ窪,15,15482,‐,津南町谷内,1,,,,,,,,,,,
11713,見玉不動尊,15,15482,‐,津南町見玉,2,,,,,,,,,,,
11714,農と縄文の体験実習館　なじょもん,15,15482,‐,津南町大字下船渡乙835,2,,,,,,,,,,,
11715,津南町歴史民俗資料館,15,15482,‐,津南町大字中深見乙827,2,,,,,,,,,,,
11716,津南観光物産館,15,15482,‐,津南町大字芦ケ崎乙203,5,,,,,,,,,,,
11717,栃の実館,15,15482,‐,津南町大字結東子984-2,5,,,,,,,,,,,
11718,津南まつり,15,15482,‐,津南町大割野周辺,1,,,,,,,,,,,
11719,大地の芸術祭,15,15482,‐,津南町全体,1,,,,,,,,,,,
11720,津南雪まつり,15,15482,‐,津南町中津川河川敷グラウンドほか,1,,,,,,,,,,,
11721,ニュー・グリーンピア津南,15,15482,‐,津南町大字秋成12300,4,,,,,,,,,,,
11722,マウンテンパーク津南,15,15482,‐,津南町大字上郷上田甲1745-1,4,,,,,,,,,,,
11723,無印良品・山伏山,15,15482,‐,津南町大字上郷寺石丙739,4,,,,,,,,,,,
11724,ニュー・グリーンピア津南,15,15482,‐,津南町大字秋成12300,4,,,,,,,,,,,
11725,マウンテンパーク津南,15,15482,‐,津南町大字上郷上田甲1745-1,4,,,,,,,,,,,
11726,ニュー・グリーンピア津南,15,15482,‐,津南町大字秋成12300,4,,,,,,,,,,,
11727,東京電力ＰＲ施設　サービスホール,15,15504,‐,刈羽村大字刈羽4236-1,2,,,,,,,,,,,
11728,桃の花見フェスティバル,15,15504,‐,刈羽村大字割町新田215-1,1,,,,,,,,,,,
11729,刈羽村ふるさとまつり,15,15504,‐,刈羽村大字割町新田215-1,1,,,,,,,,,,,
11730,ぴあパークとおりんぼ,15,15504,‐,刈羽村大字刈羽4286-2,6,,,,,,,,,,,
11731,えちごせきかわ温泉郷（高瀬温泉）,15,15581,‐,関川村大字湯沢,3,,,,,,,,,,,
11732,えちごせきかわ温泉郷（鷹の巣温泉）,15,15581,‐,関川村大字湯沢,3,,,,,,,,,,,
11733,えちごせきかわ温泉郷（雲母温泉）,15,15581,‐,関川村大字上関,3,,,,,,,,,,,
11734,えちごせきかわ温泉郷（湯沢温泉）,15,15581,‐,関川村大字湯沢,3,,,,,,,,,,,
11735,えちごせきかわ温泉郷（桂の関温泉ゆ～む）,15,15581,‐,関川村大字上関1307-11,3,,,,,,,,,,,
11736,丸山公園,15,15581,‐,関川村大字湯沢1416,4,,,,,,,,,,,
11737,鷹の巣吊り橋周辺,15,15581,‐,関川村大字大内渕,1,,,,,,,,,,,
11738,下川口河川敷周辺,15,15581,‐,関川村大字下川口,1,,,,,,,,,,,
11739,せきかわ観光情報センター,15,15581,‐,関川村大字上関1252-1,6,,,,,,,,,,,
11740,渡邉邸,15,15581,‐,関川村大字下関902,2,,,,,,,,,,,
11741,東桂苑,15,15581,‐,関川村大字下関906-2・906-3,2,,,,,,,,,,,
11742,地域文化交流施設「ちぐら」,15,15581,‐,関川村大字上関1259-1,5,,,,,,,,,,,
11743,せきかわ歴史とみちの館,15,15581,‐,関川村大字下関1311,2,,,,,,,,,,,
11744,広域観光インフォメーションセンター桂館,15,15581,‐,関川村大字上関1252-1,5,,,,,,,,,,,
11745,わかぶな高原スキー場,15,15581,‐,関川村大字沼132-2,4,,,,,,,,,,,
11746,大石オートキャンプ村,15,15581,‐,関川村大字大石522,4,,,,,,,,,,,
11747,鷹の巣キャンプ場,15,15581,‐,関川村大字湯沢湯沢山403林班い2小班,4,,,,,,,,,,,
11748,大石ダム県民休養地,15,15581,‐,関川村大字大石1080,4,,,,,,,,,,,
11749,レストラン丸山大橋,15,15581,‐,関川村大字湯沢1416,5,,,,,,,,,,,
11750,登山（杁差岳）,15,15581,‐,関川村大字大石,1,,,,,,,,,,,
11751,登山（光兎山）,15,15581,‐,関川村大字中束,1,,,,,,,,,,,
11752,登山（朴坂山）,15,15581,‐,関川村大字朴坂,1,,,,,,,,,,,
11753,登山（立烏帽子）,15,15581,‐,関川村大字大石,1,,,,,,,,,,,
11754,釣り（荒川水系）,15,15581,‐,関川村,4,,,,,,,,,,,
11755,堀と柳の春まつり,15,15581,‐,関川村大字下関,1,,,,,,,,,,,
11756,堀と柳の秋まつり,15,15581,‐,関川村大字下関,1,,,,,,,,,,,
11757,大石ダム湖畔まつり,15,15581,‐,関川村大字大石,1,,,,,,,,,,,
11758,親子かじかとりまつり,15,15581,‐,関川村大字下川口,1,,,,,,,,,,,
11759,大したもん蛇まつり,15,15581,‐,関川村大字下関,1,,,,,,,,,,,
11760,大したもん祭り花火大会,15,15581,‐,関川村大字上関・湯沢,1,,,,,,,,,,,
11761,大石ｕｐ　ｄｏｗｎマラソン大会,15,15581,‐,関川村大字安角,1,,,,,,,,,,,
11762,関川村農林業まつり,15,15581,‐,関川村大字上関,1,,,,,,,,,,,
11763,おおいしどもんこまつり,15,15581,‐,関川村大字大石,1,,,,,,,,,,,
11764,高瀬の桜並木,15,15581,‐,関川村大字湯沢,1,,,,,,,,,,,
11765,温泉（おと姫の湯）,15,15586,‐,粟島浦村,3,,,,,,,,,,,
11766,自然公園,15,15586,‐,粟島浦村,1,,,,,,,,,,,
11767,粟島浦村資料館,15,15586,‐,粟島浦村内浦158,2,,,,,,,,,,,
11768,島開き,15,15586,‐,粟島浦村,1,,,,,,,,,,,
11769,内浦海水浴場,15,15586,‐,粟島浦村,4,,,,,,,,,,,
11770,釜谷海水浴場,15,15586,‐,粟島浦村,4,,,,,,,,,,,
11771,キャンプ場,15,15586,‐,粟島浦村,4,,,,,,,,,,,
11772,釣り,15,15586,‐,粟島浦村,4,,,,,,,,,,,
11773,東大寺,29,29201,神社・寺院・教会,奈良市,2,,,,,,,,,,,
11774,奈良国立博物館,29,29201,博物館・美術館,奈良市,2,,,,,,,,,,,
11775,唐招提寺,29,29201,神社・寺院・教会,奈良市,2,,,,,,,,,,,
11776,薬師寺,29,29201,神社・寺院・教会,奈良市,2,,,,,,,,,,,
11777,東大寺二月堂修二会（お水取り）,29,29201,年中行事,奈良市,1,,,,,,,,,,,
11778,奈良のシカ,29,29201,動物,奈良市,-1,,,,,,,,,,,
11779,平城宮跡,29,29201,史跡,奈良市,-1,,,,,,,,,,,
11780,春日大社,29,29201,神社・寺院・教会,奈良市,-1,,,,,,,,,,,
11781,興福寺,29,29201,神社・寺院・教会,奈良市,-1,,,,,,,,,,,
11782,慈眼寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11783,称名寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11784,興福寺・国宝館,29,29201,‐,奈良市,2,,,,,,,,,,,
11785,元興寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11786,十輪院,29,29201,‐,奈良市,2,,,,,,,,,,,
11787,率川神社,29,29201,‐,奈良市,2,,,,,,,,,,,
11788,漢国神社（林神社）,29,29201,‐,奈良市,2,,,,,,,,,,,
11789,奈良県立美術館,29,29201,‐,奈良市,2,,,,,,,,,,,
11790,奈良県商工観光館（きて　みて　なら　SHOP）,29,29201,‐,奈良市,5,,,,,,,,,,,
11791,なら奈良館,29,29201,‐,奈良市,6,,,,,,,,,,,
11792,奈良市観光センター,29,29201,‐,奈良市,6,,,,,,,,,,,
11793,あしびの郷,29,29201,‐,奈良市,2,,,,,,,,,,,
11794,名勝大乗院庭園文化館,29,29201,‐,奈良市,2,,,,,,,,,,,
11795,今西家書院,29,29201,‐,奈良市,2,,,,,,,,,,,
11796,奈良市音声館,29,29201,‐,奈良市,6,,,,,,,,,,,
11797,奈良市ならまち格子の家,29,29201,‐,奈良市,2,,,,,,,,,,,
11798,ならまち振興館,29,29201,‐,奈良市,2,,,,,,,,,,,
11799,春日大社（宝物殿・万葉植物園）,29,29201,‐,奈良市,2,,,,,,,,,,,
11800,福智院,29,29201,‐,奈良市,2,,,,,,,,,,,
11801,新薬師寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11802,白毫寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11803,奈良の鹿愛護会,29,29201,‐,奈良市,1,,,,,,,,,,,
11804,依水園・寧楽美術館,29,29201,‐,奈良市,2,,,,,,,,,,,
11805,志賀直哉旧居,29,29201,‐,奈良市,2,,,,,,,,,,,
11806,奈良市写真美術館,29,29201,‐,奈良市,2,,,,,,,,,,,
11807,秋篠寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11808,般若寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11809,不退寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11810,法華寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11811,海龍王寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11812,平城宮跡　（資料館のみ・朱雀門、東院庭園カウントなし）,29,29201,‐,奈良市,2,,,,,,,,,,,
11813,平城京左京三条二坊宮跡庭園,29,29201,‐,奈良市,2,,,,,,,,,,,
11814,帯解寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11815,正暦寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11816,弘仁寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11817,西大寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11818,大安寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11819,菅原天満宮,29,29201,‐,奈良市,2,,,,,,,,,,,
11820,がんこ一徹長屋・墨の資料館,29,29201,‐,奈良市,2,,,,,,,,,,,
11821,霊山寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11822,松伯美術館,29,29201,‐,奈良市,2,,,,,,,,,,,
11823,大和文華館,29,29201,‐,奈良市,2,,,,,,,,,,,
11824,中野美術館,29,29201,‐,奈良市,2,,,,,,,,,,,
11825,円成寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11826,芳徳寺,29,29201,‐,奈良市,2,,,,,,,,,,,
11827,旧柳生藩家老屋敷,29,29201,‐,奈良市,2,,,,,,,,,,,
11828,新若草山自動車道株式会社（新若草山ドライブコース）,29,29201,‐,奈良市,1,,,,,,,,,,,
11829,奈良市杉岡華邨書道美術館,29,29201,‐,奈良市,2,,,,,,,,,,,
11830,なら工藝館,29,29201,‐,奈良市,2,,,,,,,,,,,
11831,なら瑠璃会,29,29201,‐,奈良市,1,,,,,,,,,,,
11832,柳生地区【大和青垣国定公園】,29,29201,‐,奈良市,1,,,,,,,,,,,
11833,円成寺地区【大和青垣国定公園】,29,29201,‐,奈良市,1,,,,,,,,,,,
11834,白毫寺地区【大和青垣国定公園】,29,29201,‐,奈良市,1,,,,,,,,,,,
11835,弘仁寺地区【大和青垣国定公園】,29,29201,‐,奈良市,1,,,,,,,,,,,
11836,高円山地区【大和青垣国定公園】,29,29201,‐,奈良市,1,,,,,,,,,,,
11837,追分地区【奈良県立矢田自然公園】,29,29201,‐,奈良市,1,,,,,,,,,,,
11838,月ヶ瀬地区【奈良県立月ヶ瀬神野山自然公園】,29,29201,‐,奈良市,1,,,,,,,,,,,
11839,都祁地区【奈良県立月ヶ瀬神野山自然公園】,29,29201,‐,奈良市,1,,,,,,,,,,,
11840,都祁地区【室生赤目青山国定公園】,29,29201,‐,奈良市,1,,,,,,,,,,,
11841,府県境～白毫寺【東海自然歩道】,29,29201,‐,奈良市,1,,,,,,,,,,,
11842,白毫寺～天理市境【東海自然歩道】,29,29201,‐,奈良市,1,,,,,,,,,,,
11843,霊山寺～大和郡山市境【近畿自然歩道】,29,29201,‐,奈良市,1,,,,,,,,,,,
11844,春日大社初詣,29,29201,‐,奈良市,1,,,,,,,,,,,
11845,南市初戎,29,29201,‐,奈良市,1,,,,,,,,,,,
11846,若草山山焼,29,29201,‐,奈良市,1,,,,,,,,,,,
11847,大安寺光仁会,29,29201,‐,奈良市,1,,,,,,,,,,,
11848,平城遷都祭,29,29201,‐,奈良市,1,,,,,,,,,,,
11849,興福寺薪御能,29,29201,‐,奈良市,1,,,,,,,,,,,
11850,ＪＲ奈良駅総合案内所,29,29201,‐,奈良市,6,,,,,,,,,,,
11851,近鉄奈良駅総合案内所,29,29201,‐,奈良市,6,,,,,,,,,,,
11852,奈良市総合観光案内所,29,29201,‐,奈良市,6,,,,,,,,,,,
11853,未来工房奈良オリエント館,29,29201,‐,奈良市,6,,,,,,,,,,,
11854,新若草山自動車道株式会社（高円山ドライブコース）,29,29201,‐,奈良市,1,,,,,,,,,,,
11855,なら燈花会,29,29201,‐,奈良市,1,,,,,,,,,,,
11856,奈良大文字送り火,29,29201,‐,奈良市,1,,,,,,,,,,,
11857,采女祭,29,29201,‐,奈良市,1,,,,,,,,,,,
11858,鹿の角きり,29,29201,‐,奈良市,1,,,,,,,,,,,
11859,なら国際映画祭,29,29201,‐,奈良市,1,,,,,,,,,,,
11860,奈良フードフェスティバル,29,29201,‐,奈良市,1,,,,,,,,,,,
11861,奈良マラソン,29,29201,‐,奈良市,1,,,,,,,,,,,
11862,県立美術館,29,29201,‐,奈良市,2,,,,,,,,,,,
11863,バサラ祭り,29,29201,‐,奈良市,1,,,,,,,,,,,
11864,喜光寺,29,29201,‐,奈良市,1,,,,,,,,,,,
11865,奈良町からくりおもちゃ館,29,29201,‐,奈良市,2,,,,,,,,,,,
11866,ムジークフェストなら,29,29201,‐,奈良市,1,,,,,,,,,,,
11867,旧鍋屋交番きたまち案内所,29,29201,‐,奈良市,6,,,,,,,,,,,
11868,きたまち転害門観光案内所,29,29201,‐,奈良市,6,,,,,,,,,,,
11869,春日若宮おんまつり,29,29201,‐,奈良市,1,,,,,,,,,,,
11870,高田温泉さくら荘,29,29202,‐,大和高田市,3,,,,,,,,,,,
11871,高田千本桜,29,29202,‐,大和高田市,1,,,,,,,,,,,
11872,おかげ祭り,29,29202,‐,大和高田市,1,,,,,,,,,,,
11873,高田活活まつり,29,29202,‐,大和高田市,1,,,,,,,,,,,
11874,奥田の蓮取り行事,29,29202,‐,大和高田市,1,,,,,,,,,,,
11875,地場産業フェア＆やまとたかだ元気ウィーク,29,29202,‐,大和高田市,1,,,,,,,,,,,
11876,県立民俗博物館,29,29203,‐,大和郡山市,2,,,,,,,,,,,
11877,柳沢文庫,29,29203,‐,大和郡山市,2,,,,,,,,,,,
11878,郡山城跡,29,29203,‐,大和郡山市,2,,,,,,,,,,,
11879,お城まつり,29,29203,‐,大和郡山市,1,,,,,,,,,,,
11880,松尾寺,29,29203,‐,大和郡山市,2,,,,,,,,,,,
11881,矢田寺,29,29203,‐,大和郡山市,2,,,,,,,,,,,
11882,東明寺,29,29203,‐,大和郡山市,2,,,,,,,,,,,
11883,慈光院,29,29203,‐,大和郡山市,2,,,,,,,,,,,
11884,箱本館「紺屋」,29,29203,‐,大和郡山市,2,,,,,,,,,,,
11885,金魚すくい選手権大会,29,29203,‐,大和郡山市,1,,,,,,,,,,,
11886,やまとの夏まつり,29,29203,‐,大和郡山市,1,,,,,,,,,,,
11887,白川溜池漁業協同組合（釣り客）,29,29204,‐,天理市,4,,,,,,,,,,,
11888,天理観光農園,29,29204,‐,天理市,6,,,,,,,,,,,
11889,石上神宮（初詣を含む）,29,29204,‐,天理市,2,,,,,,,,,,,
11890,大和神社（初詣を含む）,29,29204,‐,天理市,2,,,,,,,,,,,
11891,長岳寺,29,29204,‐,天理市,2,,,,,,,,,,,
11892,天理市トレイルセンター,29,29204,‐,天理市,6,,,,,,,,,,,
11893,山の辺の道,29,29204,‐,天理市,1,,,,,,,,,,,
11894,天理参考館,29,29204,‐,天理市,2,,,,,,,,,,,
11895,シャープ総合開発センター　歴史／技術ホール天理,29,29204,‐,天理市,2,,,,,,,,,,,
11896,てくてくてんりウォーキングフェスタ,29,29204,‐,天理市,1,,,,,,,,,,,
11897,春日台カントリー倶楽部,29,29204,‐,天理市,4,,,,,,,,,,,
11898,天理ゴルフ倶楽部,29,29204,‐,天理市,4,,,,,,,,,,,
11899,ヤマトカントリークラブ,29,29204,‐,天理市,4,,,,,,,,,,,
11900,奈良健康ランド（大和温泉）,29,29204,‐,天理市,3,,,,,,,,,,,
11901,八重桜カントリークラブ,29,29204,‐,天理市,4,,,,,,,,,,,
11902,天理市観光案内所,29,29204,‐,天理市,6,,,,,,,,,,,
11903,黒塚古墳展示館,29,29204,‐,天理市,2,,,,,,,,,,,
11904,白川溜池【大和青垣国定公園】,29,29204,‐,天理市,1,,,,,,,,,,,
11905,石上神宮【大和青垣国定公園】,29,29204,‐,天理市,1,,,,,,,,,,,
11906,長岳寺【大和青垣国定公園】,29,29204,‐,天理市,1,,,,,,,,,,,
11907,天理市トレイルセンター【大和青垣国定公園】,29,29204,‐,天理市,1,,,,,,,,,,,
11908,山の辺の道【大和青垣国定公園】,29,29204,‐,天理市,1,,,,,,,,,,,
11909,奈良市界～石上神宮【東海自然歩道】,29,29204,‐,天理市,1,,,,,,,,,,,
11910,石上神宮～桜井市界【東海自然歩道】,29,29204,‐,天理市,1,,,,,,,,,,,
11911,天理市観光物産センター（ナビ天理）,29,29204,‐,天理市,6,,,,,,,,,,,
11912,今井町の街並み,29,29205,集落・街,橿原市,-1,,,,,,,,,,,
11913,橿原神宮,29,29205,‐,橿原市,2,,,,,,,,,,,
11914,県立橿原考古学研究所　附属博物館,29,29205,‐,橿原市,2,,,,,,,,,,,
11915,奈良国立文化財研究所　藤原宮跡資料室,29,29205,‐,橿原市,2,,,,,,,,,,,
11916,今井町まちなみ交流センター,29,29205,‐,橿原市,2,,,,,,,,,,,
11917,橿原市千塚資料館,29,29205,‐,橿原市,2,,,,,,,,,,,
11918,橿原市昆虫館,29,29205,‐,橿原市,2,,,,,,,,,,,
11919,おふさ観音,29,29205,‐,橿原市,2,,,,,,,,,,,
11920,こども科学館,29,29205,‐,橿原市,4,,,,,,,,,,,
11921,橿原市藤原京資料室,29,29205,‐,橿原市,2,,,,,,,,,,,
11922,藤原京ラビリンス,29,29205,‐,橿原市,1,,,,,,,,,,,
11923,八木札の辻交流館,29,29205,‐,橿原市,2,,,,,,,,,,,
11924,春の神武祭,29,29205,‐,橿原市,1,,,,,,,,,,,
